,life_stage,case,session,plankton,x_(mm),y_(mm),z_(mm),ds_(mm),dv_(mm/s),angle_(deg)
426,naupliar,withFood,trj_naupwF5_1,1,5.0771,35.7837,17.94,0.0708369253991168,2.1251077619735064,127.0749245834676
427,naupliar,withFood,trj_naupwF5_1,1,5.1701,35.7024,17.9275,0.1241569168431667,3.724707505295003,155.76297275037143
428,naupliar,withFood,trj_naupwF5_1,1,5.0676,35.92,17.9806,0.2463242172422395,7.389726517267185,21.30263145013728
429,naupliar,withFood,trj_naupwF5_1,1,5.0584,36.0191,17.9881,0.0998083162867704,2.994249488603112,136.81619459890177
430,naupliar,withFood,trj_naupwF5_1,1,5.1718,35.9109,17.928,0.167865452073977,5.035963562219312,164.076701425385
431,naupliar,withFood,trj_naupwF5_1,1,5.035,36.142,18.0709,0.3042069361470947,9.12620808441284,57.371121498169046
432,naupliar,withFood,trj_naupwF5_1,1,5.0686,36.1949,18.0943,0.0668949175946819,2.0068475278404594,104.02620663236416
433,naupliar,withFood,trj_naupwF5_1,1,5.1357,36.1468,18.0371,0.1004383392933196,3.013150178799589,147.24485984234994
434,naupliar,withFood,trj_naupwF5_1,1,5.0901,36.3202,18.2585,0.2848945067915517,8.546835203746554,107.2406135400487
435,naupliar,withFood,trj_naupwF5_1,1,5.1276,36.3429,18.2281,0.053345102868024,1.600353086040722,0.1832606542794462
436,naupliar,withFood,trj_naupwF5_1,1,5.165,36.3657,18.1976,0.0533746194365808,1.6012385830974256,113.76015115760728
437,naupliar,withFood,trj_naupwF5_1,1,5.1179,36.5009,18.4385,0.2802325106050353,8.40697531815106,85.52093972989371
438,naupliar,withFood,trj_naupwF5_1,1,5.1159,36.5246,18.4272,0.02633210967621,0.7899632902863011,77.92579550802948
439,naupliar,withFood,trj_naupwF5_1,1,5.1775,36.5177,18.3557,0.0946277971845488,2.838833915536465,143.2211831300709
440,naupliar,withFood,trj_naupwF5_1,1,5.1595,36.521,18.6076,0.2525638533123878,7.5769155993716355,145.85645202687525
441,naupliar,withFood,trj_naupwF5_1,1,5.1826,36.5275,18.5767,0.0391237779361882,1.1737133380856468,104.85951999226474
442,naupliar,withFood,trj_naupwF5_1,1,5.2123,36.5502,18.623,0.0595068903573351,1.785206710720054,38.78495223181151
443,naupliar,withFood,trj_naupwF5_1,1,5.1868,36.6005,18.8197,0.2046246075133681,6.1387382254010445,173.81333600125052
444,naupliar,withFood,trj_naupwF5_1,1,5.188,36.5831,18.7512,0.0706855713706825,2.1205671411204765,156.564325487957
445,naupliar,withFood,trj_naupwF5_1,1,5.2347,36.6068,18.8622,0.122733776932025,3.682013307960752,27.06115675720536
446,naupliar,withFood,trj_naupwF5_1,1,5.2193,36.6675,19.0602,0.207667161583141,6.230014847494232,135.72769351621363
447,naupliar,withFood,trj_naupwF5_1,1,5.2686,36.6479,19.0201,0.0665030826353173,1.9950924790595208,95.205277676427
448,naupliar,withFood,trj_naupwF5_1,1,5.3418,36.7009,19.1026,0.1223662126569243,3.67098637970773,16.727450757126423
449,naupliar,withFood,trj_naupwF5_1,1,5.4198,36.8271,19.2692,0.2230829442158274,6.692488326474823,155.61990786255808
450,naupliar,withFood,trj_naupwF5_1,1,5.4252,36.7753,19.2065,0.0815088338770736,2.44526501631221,157.0812583626013
451,naupliar,withFood,trj_naupwF5_1,1,5.4437,36.8129,19.2459,0.0575184318284134,1.725552954852404,19.09622511162932
452,naupliar,withFood,trj_naupwF5_1,1,5.6151,37.002,19.3878,0.2920143489625146,8.76043046887544,153.18295046281827
453,naupliar,withFood,trj_naupwF5_1,1,5.576,36.9277,19.379,0.0844200213219596,2.532600639658789,152.66925864415413
454,naupliar,withFood,trj_naupwF5_1,1,5.7066,37.0333,19.3541,0.169787308124015,5.093619243720452,19.08731020434284
455,naupliar,withFood,trj_naupwF5_1,1,5.8524,37.1771,19.3895,0.2078202107592089,6.2346063227762665,127.23821092522049
456,naupliar,withFood,trj_naupwF5_1,1,5.8252,37.1493,19.4257,0.0531330405679948,1.5939912170398456,137.48147145231945
457,naupliar,withFood,trj_naupwF5_1,1,5.9108,37.1636,19.4043,0.089385737117284,2.681572113518522,21.937072626393704
458,naupliar,withFood,trj_naupwF5_1,1,6.109,37.2406,19.4219,0.2133588526403339,6.400765579210019,138.99833031824147
459,naupliar,withFood,trj_naupwF5_1,1,6.0804,37.1993,19.3926,0.0581561690622751,1.7446850718682532,131.9183097163313
460,naupliar,withFood,trj_naupwF5_1,1,6.2918,37.2851,19.3694,0.2293247479013114,6.879742437039344,2.1879943705592164
461,naupliar,withFood,trj_naupwF5_1,1,6.4621,37.3601,19.3551,0.1866322051522738,5.598966154568215,125.0547364804309
462,naupliar,withFood,trj_naupwF5_1,1,6.4321,37.3188,19.424,0.0857490524728984,2.5724715741869533,169.48342936180376
463,naupliar,withFood,trj_naupwF5_1,1,6.5206,37.4027,19.3001,0.1738466853293432,5.215400559880298,35.79697047733517
464,naupliar,withFood,trj_naupwF5_1,1,6.6913,37.4153,19.2109,0.1930126679780379,5.790380039341138,140.3515398169443
465,naupliar,withFood,trj_naupwF5_1,1,6.6623,37.3912,19.2729,0.0725659010830868,2.176977032492605,160.92245918442364
466,naupliar,withFood,trj_naupwF5_1,1,6.8585,37.4725,19.0757,0.2898136815265962,8.694410445797887,0.0
